,Station Names,Station Codes,Latitude,Longitude,Pincode
4161,KONNUR,KONN,16.2012° N,74.7439° E,670001
4162,KOPA SAMHOTA,KPS,25.8067° N,84.6862° E,841214
4163,KOPAGANJ,KPJ,26.0194° N,83.5630° E,275305
4164,KOPAI,KPLE,22.1859° N,93.0245° E,0
4165,KOPAR,KOPR,19.1045° N,73.0033° E,421202
4166,KOPARGAON,KPG,19.8849° N,74.4728° E,423603
4167,KOPARIA,KFA,25.6478° N,86.6110° E,852126
4168,KOPARLAHAR,KPLR,32.0519° N,76.2505° E,176038
4169,KOPPAL,KBL,15.3505° N,76.1567° E,583231
4170,KORA,KORA,25.6191° N,87.3984° E,700037
4171,KORADACHERI,KDE,10.7701° N,79.4919° E,613703
4172,KORADIH P H,KRDH,,,441111
4173,KORAHIA,KRHA,26.5266° N,86.1396° E,847226
4174,KORAI HALT,KRIH,20.9598° N,86.1766° E,755022
4175,KORAPUT,KRPU,18.8135° N,82.7123° E,764021
4176,KORARI,KURO,25.3212° N,85.6480° E,209801
4177,KORATLA,KRLA,18.8253° N,78.7148° E,505326
4178,KORATTI ANGADI,KRAN,10.2604° N,76.3564° E,680308
4179,KORATTUR,KOTR,13.1082° N,80.1834° E,600080
4180,KORAVANGALA,KRVL,13.0513° N,76.1769° E,573118
4181,KORBA,KRBA,22.3595° N,82.7501° E,495678
4182,KOREGAON,KRG,17.6966° N,74.1607° E,415501
4183,KORUKKUPET JN,KOK,,,600021
4184,KORUKONDA,KUK,18.0643° N,83.3342° E,535214
4185,KOSAD,KSE,21.2545° N,72.8624° E,394107
4186,KOSAI,KSAE,19.6360° N,78.3245° E,504312
4187,KOSAMBA JN,KSB,21.4647° N,72.9549° E,394120
4188,KOSGI,KO,16.9878° N,77.7169° E,509339
4189,KOSI KALAN,KSV,27.7871° N,77.4382° E,281403
4190,KOSIARA,KVQ,24.1186° N,84.0035° E,822115
4191,KOSLI,KSI,28.3969° N,76.4852° E,122301
4192,KOSMA,KOZ,27.4442° N,78.2960° E,205119
4193,KOT FATTEH,KTF,30.1135° N,75.0816° E,151001
4194,KOT KAPURA,KKP,30.5828° N,74.8150° E,151204
4195,KOTA JN,KOTA,25.2239° N,75.8808° E,324002
4196,KOTABOMMALI,KBM,18.5184° N,84.1514° E,532195
4197,KOTAKADRA,KTKA,16.6675° N,77.8707° E,509204
4198,KOTALA,KEN,13.5924° N,79.2818° E,518002
4199,KOTALPUKUR,KLP,24.7387° N,87.8267° E,742236
4200,KOTANA,KTOA,21.2310° N,70.8924° E,314001
4201,KOTAPAR ROAD,KPRR,19.0411° N,82.3087° E,764058
4202,KOTARLIA,KRL,21.8728° N,83.4646° E,496001
4203,KOTDA BAVISHI,KDBS,21.9186° N,70.0757° E,360530
4204,KOTDWARA,KTW,29.7524° N,78.5269° E,246149
4205,KOTESHWAR,KOH,23.6948° N,68.5329° E,576222
4206,KOTH GANGAD,KTGD,22.6279° N,72.3016° E,382240
4207,KOTHA PAKKI,KTPK,,,335901
4208,KOTHACHERUVU,KTCR,14.1884° N,77.7652° E,515133
4209,KOTHAR,KTR,20.3696° N,73.1173° E,306126
4210,KOTHARA,QTR,23.1340° N,68.9346° E,370655
4211,KOTHARI ROAD,KTHD,,,495674
4212,KOTHARIYA,RKY,22.2448° N,70.8136° E,360024
4213,KOTI,KOTI,17.3858° N,78.4794° E,342001
4214,KOTIKULAM,KQK,12.4235° N,75.0241° E,671319
4215,KOTLA GUJRAN,KTGN,31.8123° N,74.9363° E,143606
4216,KOTLAKHERI,KTKH,22.0748° N,76.1744° E,451331
4217,KOTLI KALAN,KTKL,30.0376° N,75.2931° E,151509
4218,KOTMA,KTMA,23.2687° N,82.1387° E,484334
4219,KOTMI SONAR P H,KTSH,,,495552
4220,KOTRA,KTRA,24.3582° N,73.1763° E,182320
4221,KOTSHILA,KSX,23.4031° N,86.0695° E,723213
4222,KOTTA PNDLPALLI,KPLL,,,523184
4223,KOTTAIYUR,KTYR,10.1096° N,78.7901° E,630106
4224,KOTTAKOTA,KOHA,16.3787° N,77.9410° E,517370
4225,KOTTAPALLI,KYOP,18.8792° N,84.5258° E,505451
4226,KOTTARAKARA,KKZ,9.0056° N,76.7831° E,691506
4227,KOTTAVALASA,KTV,17.8909° N,83.1908° E,535183
4228,KOTTAYAM,KTYM,9.5916° N,76.5222° E,686002
4229,KOTTUR HALT,KOTT,,,802161
4230,KOTTURPURAM,KTPM,13.0180° N,80.2411° E,600020
4231,KOTTURU,KTY,14.8267° N,76.2218° E,583134
4232,KOVILPATTI,CVP,9.1727° N,77.8715° E,628502
4233,KOVVUR,KVR,17.0126° N,81.7274° E,534350
4234,KOYILVENNI,KYV,10.7825° N,79.3606° E,614403
4235,KOZHIKKODE,CLT,11.2588° N,75.7804° E,0
4236,KRISHNA,KSN,,,509352
4237,KRISHNA BALLABH,KBSH,,,815312
4238,KRISHNA CANAL,KCC,,,522501
4239,KRISHNA CH PURA,KCV,,,0
4240,KRISHNAMMAKONA,KEF,,,518112
4241,KRISHNAPUR,KRP,22.6628° N,88.2765° E,742148
4242,KRISHNAPURAM,KPU,9.1491° N,76.5286° E,516003
4243,KRISHNARAJAPURM,KJM,13.0170° N,77.7044° E,560016
4244,KRISHNARAJASGRA,KJS,12.4078° N,76.5748° E,571607
4245,KRISHNARAJNAGAR,KRNR,12.4400° N,76.3811° E,571602
4246,KRISHNASHILLA,KRSL,,,231224
4247,KRISHNGR CTY JN,KNJ,,,0
4248,KRISNAMSETIPALI,KSTS,,,0
4249,KSR BENGALURU,SBC,12.9781° N,77.5695° E,560023
4250,KUANRIYA,KXA,25.1190° N,74.0215° E,313327
4251,KUARMUNDA,KRMD,22.2826° N,84.7707° E,770039
4252,KUBERPUR,KBP,27.2227° N,78.0975° E,283202
4253,KUCHAMAN CITY,KMNC,,,341533
4254,KUCHMAN,KCA,25.3209° N,83.2125° E,232120
4255,KUDA SALT SDG,KDR,,,844509
4256,KUDACHI,KUD,16.6248° N,74.8510° E,591311
4257,KUDAL,KUDL,16.0000° N,73.6831° E,416520
4258,KUDALA SANGAM,KSAR,16.2030° N,76.0599° E,587207
4259,KUDALNAGAR,KON,9.9643° N,78.0966° E,625017
4260,KUDATINI,KDN,15.1964° N,76.7596° E,583115
4261,KUDGI,KDGI,16.5272° N,75.8294° E,586121
4262,KUDIKADU,KXO,11.2738° N,79.4971° E,612903
4263,KUDNI,KUDN,26.1838° N,80.4020° E,125120
4264,KUDRA,KTQ,25.0461° N,83.7935° E,821101
4265,KUDSAD,KDSD,21.3751° N,72.9210° E,394110
4266,KUHI,KUHI,21.0172° N,79.3677° E,441203
4267,KUHURI,KUU,19.8744° N,85.3535° E,752027
4268,KUKARVADA,KKRV,23.5544° N,72.6181° E,382830
4269,KUKMA,KEMA,23.2178° N,69.7778° E,370105
4270,KUKRA KHAPA,KFP,21.8137° N,78.8965° E,480106
4271,KULALI,KUI,16.3959° N,75.2227° E,585236
4272,KULDIHA,KIJ,21.4096° N,86.7335° E,756001
4273,KULEM,QLM,15.3335° N,74.2438° E,403410
4274,KULGACHIA,KGY,22.4723° N,88.0207° E,711306
4275,KULHARIA,KUA,25.5726° N,84.7707° E,802161
4276,KULIKARAI,KU,,,613704
4277,KULIPALAIYAM,KUY,11.1443° N,77.3823° E,641666
4278,KULITALAI,KLT,10.9426° N,78.4172° E,639104
4279,KULITTHURAI,KZT,8.3129° N,77.2041° E,629165
4280,KULITTURAI WEST,KZTW,8.3241° N,77.2089° E,629163
4281,KULLANCHAVADI,KLNC,11.6269° N,79.6676° E,607301
4282,KULPAHAR,KLAR,25.3087° N,79.6390° E,210426
4283,KULTI,ULT,23.7370° N,86.8371° E,713343
4284,KULUKKALUR,KZC,10.8652° N,76.2305° E,679337
4285,KULWA,KLA,,,133302
4286,KUMAHU,KMGE,24.9689° N,83.9612° E,821111
4287,KUMAR SADRA,KMSD,,,494442
4288,KUMARANALLUR,KFQ,9.6115° N,76.5335° E,0
4289,KUMARAPURAM,KPM,8.3441° N,77.8360° E,0
4290,KUMARBAGH,KUMB,26.8733° N,84.5170° E,845450
4291,KUMARDUBI,KMME,22.2616° N,86.8101° E,828203
4292,KUMARGANJ,KMRJ,25.4249° N,88.7289° E,732102
4293,KUMARGHAT,KUGT,24.1602° N,92.0322° E,799264
4294,KUMARHATTI,KMTI,30.8885° N,77.0572° E,173229
4295,KUMBAKONAM,KMU,10.9602° N,79.3845° E,612001
4296,KUMBALAM,KUMM,9.9022° N,76.3104° E,682506
4297,KUMBHRAJ,KHRJ,24.3733° N,77.0550° E,473222
4298,KUMBLA,KMQ,12.5946° N,74.9472° E,671321
4299,KUMEDPUR,KDPR,25.4279° N,87.8063° E,732125
4300,KUMENDI,KMND,23.7640° N,84.3646° E,829204
4301,KUMHAR MARENGA,KMEZ,,,494001
4302,KUMHARI,KMI,21.2477° N,81.5161° E,490042
4303,KUMRABAD ROHINI,KBQ,,,814152
4304,KUMRUL,KMRL,22.9259° N,87.9849° E,722205
4305,KUMSI,KMSI,14.0551° N,75.3993° E,577423
4306,KUMTA,KT,14.4275° N,74.4191° E,581362
4307,KUMTHA KHURD,KTKR,18.4208° N,77.0097° E,413517
4308,KUND,KUND,28.1459° N,76.3947° E,123102
4309,KUNDA HARNAMGNJ,KHNM,25.7148° N,81.5093° E,230204
4310,KUNDALGARH,KDLG,25.1528° N,73.5870° E,313903
4311,KUNDAPURA,KUDA,13.6235° N,74.6917° E,576211
4312,KUNDARA,KUV,8.9602° N,76.6788° E,0
4313,KUNDARA EAST,KFV,8.9690° N,76.6899° E,691501
4314,KUNDARKHI,KD,28.6911° N,78.7838° E,202413
4315,KUNDGOL,KNO,15.2553° N,75.2475° E,581113
4316,KUNDHELA,KDHL,22.1881° N,73.2824° E,391760
4317,KUNDLI,KDI,28.8676° N,77.1180° E,382255
4318,KUNDWA CHAINPUR,KWC,26.7709° N,85.1852° E,845304
4319,KUNEANGANJ,KVG,26.4543° N,81.1200° E,229301
4320,KUNERU,KNRT,18.9678° N,83.4350° E,765002
4321,KUNIGAL,KIGL,13.0259° N,77.0449° E,572130
4322,KUNKAVAV JN,KKV,21.6351° N,70.9814° E,0
4323,KUNKAVAV TOWN,KVT,21.6351° N,70.9814° E,365450
4324,KUNKI,KZU,18.6302° N,77.1428° E,832108
4325,KUNNATHUR,KNNT,11.2667° N,77.4090° E,638103
4326,KUNTIGHAT,KJU,23.0164° N,88.4129° E,712147
4327,KUNURI,KNRI,23.9162° N,87.6112° E,731234
4328,KUP,KUP,30.6058° N,75.8708° E,148019
4329,KUPGAL,KGL,15.2022° N,76.9801° E,518344
4330,KUPPAM,KPN,12.7461° N,78.3423° E,517425
4331,KURABALAKOTA,KBA,13.6526° N,78.4816° E,517319
4332,KURAL,KORL,22.1419° N,72.9217° E,400070
4333,KURALI,KRLI,30.8308° N,76.5801° E,140103
4334,KURAM,KUM,20.7534° N,77.5791° E,444106
4335,KURANGA,KRGA,22.0438° N,69.1657° E,361315
4336,KURASTI KALAN,KKS,25.9591° N,80.7495° E,212601
4337,KURAWAN,KRO,24.1437° N,75.5451° E,224158
4338,KURDUVADI,KWV,18.0975° N,75.4249° E,413208
4339,KUREBHAR,KBE,26.4128° N,82.1215° E,228151
4340,KURETHA,KUQ,25.4900° N,87.6512° E,854107
4341,KURGUNTA,KQT,17.1861° N,77.3511° E,585210
4342,KURHANI,KHI,25.9832° N,85.3345° E,844120
4343,KURI,KIF,25.9240° N,72.3489° E,691560
4344,KURICHEDU,KCD,15.9066° N,79.5786° E,523304
4345,KURIKAD,KFE,10.9254° N,79.8380° E,682305
4346,KURINIJIPADI,KJPD,11.5642° N,79.5960° E,607302
4347,KURKURA,KRKR,22.7956° N,84.9245° E,835201
4348,KURLA JN,CLA,,,400070
4349,KURLAS,KRLS,19.0726° N,72.8845° E,400070
4350,KURNOOL CITY,KRNT,15.8281° N,78.0373° E,518004
4351,KURRAIYA,KRYA,28.8901° N,79.4563° E,242123
4352,KURSELA,KUE,25.4510° N,87.2502° E,854104
4353,KURSEONG,KGN,26.8821° N,88.2789° E,734203
4354,KURUD P H,KRX,,,493663
4355,KURUKSHETRA JN,KKDE,,,136118
4356,KURUMBUR,KZB,8.5907° N,78.0395° E,628207
4357,KURUMURTHI,KXI,16.4290° N,77.8231° E,509110
4358,KURUPPAN TARA,KRPP,,,0
4359,KURWAI KETHORA,KIKA,24.1181° N,78.1158° E,464224
4360,KUSHAL PURA,KLSP,26.0974° N,73.9580° E,127308
4361,KUSHTALA,KTA,25.9698° N,76.2928° E,322001
4362,KUSHTAUR,KSU,23.4035° N,86.4542° E,723126
4363,KUSIARGAON,KSY,26.0403° N,87.4876° E,854312
4364,KUSLAMB,KCB,18.8598° N,75.3715° E,413207
4365,KUSMHI,KHM,26.7327° N,83.2794° E,273202
4366,KUSUGALI,KUG,,,580023
4367,KUSUMBHI,KVX,26.5799° N,81.3606° E,209841
4368,KUSUMKASA,KYS,20.6633° N,81.0854° E,491228
4369,KUSUNDA JN,KDS,,,826001
4370,KUSWA,KWW,27.4890° N,78.4155° E,207301
4371,KUTHUR,KOQ,21.9107° N,82.5267° E,611105
4372,KUTTAKUDI,KKTI,10.0795° N,77.2624° E,606305
4373,KUTTALAM,KTM,8.9341° N,77.2779° E,609801
4374,KUTTIPPURAM,KTU,10.8423° N,76.0299° E,679571
4375,KUTURUKHAMAR PH,KTRK,19.9039° N,83.0585° E,766002
4376,KUWANTHAL,KUTL,25.4148° N,73.9099° E,313332
4377,KYARKOP,KRKP,15.4551° N,74.9558° E,580007
4378,KYATANEAKERI RD,KTK,17.0524° N,75.8205° E,586117
4379,KYATSANDRA,KIAT,13.3142° N,77.1460° E,572104
4380,L NARAYANAPURAM,LKSH,,,534230
4381,LABAN,LBN,25.5489° N,76.2262° E,323603
4382,LABHA,LAV,27.1085° N,88.5611° E,854117
4383,LABPUR,LBP,23.8161° N,87.7985° E,731303
4384,LACHHIPURA,LAC,24.9550° N,73.9375° E,722133
4385,LACHHMANGARH SK,LNH,,,332311
4386,LACHHMANPUR,LMN,23.4318° N,87.0374° E,229402
4387,LACHMANPUR ROAD,LCME,,,815355
4388,LACHMIPUR,LIR,25.1303° N,87.4201° E,273162
4389,LACHYAN,LHN,17.2760° N,75.9739° E,586211
4390,LADDA,LDX,30.3155° N,75.8214° E,765002
4391,LADDIVADI HALT,LDVD,,,637002
4392,LADHOWAL,LDW,30.9785° N,75.7938° E,141008
4393,LADHUKA,LDK,30.5023° N,74.1034° E,152123
4394,LADKHED,LDD,20.3452° N,77.9153° E,445201
4395,LADNUN,LAU,27.6443° N,74.3881° E,341306
4396,LADPURA,LR,25.1528° N,75.1210° E,305023
4397,LAGARGAWAN,LGCE,24.4646° N,80.8149° E,485001
4398,LAHABON,LHB,24.6407° N,86.6004° E,811316
4399,LAHAVIT,LT,19.8510° N,73.8132° E,422401
4400,LAHERIA SARAI,LSI,26.1181° N,85.9002° E,846001
4401,LAHING,LH,,,785635
4402,LAHLI,LHLL,28.8525° N,76.4529° E,124411
4403,LAHOAL,LHL,27.4527° N,95.0013° E,786010
4404,LAIHRA KHANA,LHK,30.2234° N,75.1414° E,713141
4405,LAILAKH MAMLKHA,LMM,25.2180° N,87.1050° E,813210
4406,LAJPAT NAGAR,LPNR,28.5649° N,77.2403° E,110024
4407,LAKADIYA,LKZ,23.3473° N,70.5830° E,370145
4408,LAKHABAWAL,LKBL,22.4106° N,69.9980° E,361006
4409,LAKHAMANCHI,LMC,22.5717° N,71.1486° E,363530
4410,LAKHERI,LKE,25.6650° N,76.1813° E,323615
4411,LAKHEWALI,LKW,30.4442° N,74.3485° E,152025
4412,LAKHIMPUR,LMP,27.9462° N,80.7787° E,262701
4413,LAKHMAPUR,LKY,20.5486° N,74.3558° E,423213
4414,LAKHMINIA,LKN,25.4107° N,86.3282° E,851211
4415,LAKHNA,LKNA,26.6495° N,79.1478° E,766105
4416,LAKHNAURIA,LNQ,26.1997° N,86.3234° E,0
4417,LAKHO,LAK,25.4114° N,86.1783° E,851126
4418,LAKHOLI,LAE,21.2025° N,81.8886° E,493441
4419,LAKHPAT,LAA,23.8145° N,68.7692° E,370627
4420,LAKHPAT NAGAR,LKNR,23.8145° N,68.7692° E,271302
4421,LAKHPURI,LPU,20.8440° N,77.3597° E,444107
4422,LAKHTAR,LTR,22.8554° N,71.7918° E,382775
4423,LAKKADKOT,LKKD,19.5909° N,79.3409° E,394375
4424,LAKKAVARAPUKOTA,LVK,18.0234° N,83.1555° E,535161
4425,LAKKITI,LDY,11.5219° N,76.0247° E,679301
4426,LAKODARA,LKD,22.3072° N,73.1812° E,821101
4427,LAKSAR JN,LRJ,,,247663
4428,LAKSHANNATH RD,LXD,21.8420° N,87.2510° E,756086
4429,LAKSHMIBAI NGR,LMNR,28.5780° N,77.2088° E,452015
4430,LAKSHMIGANJ,LIJ,26.9303° N,83.7822° E,274306
4431,LAKSHMIKANTPUR,LKPR,22.1099° N,88.3209° E,743336
4432,LAKSHMIPUR,LKX,18.9932° N,83.1153° E,262701
4433,LAKSWA,LXA,27.0051° N,94.8438° E,785688
4434,LAL KALAN,LLKN,30.8356° N,76.1045° E,141124
4435,LAL KUAN,LKU,29.0676° N,79.5182° E,263402
4436,LALAGUDA GATE,LGDH,17.4408° N,78.5248° E,500017
4437,LALAPET,LP,17.4389° N,78.5416° E,639105
4438,LALAWADI,LLD,21.9128° N,78.1807° E,460551
4439,LALBAGH,LBZ,12.9507° N,77.5848° E,800004
4440,LALBAGH CRT RD,LCAE,24.1736° N,88.2466° E,742160
4441,LALBAZAR,LLBR,22.5720° N,88.3525° E,788163
4442,LALGANJ,LLJ,26.1651° N,80.9705° E,844121
4443,LALGARH JN,LGH,,,334001
4444,LALGOLA,LGL,24.4133° N,88.2607° E,742148
4445,LALGOPALGANJ,LGO,25.6528° N,81.6199° E,212413
4446,LALGUDI,LLI,10.8744° N,78.8184° E,621601
4447,LALIT GRAM,LLP,26.3564° N,87.0123° E,0
4448,LALIT LAKSHMIPR,LLPR,26.4374° N,86.1570° E,847228
4449,LALITPUR JN,LAR,,,284403
4450,LALPUR,LLR,23.3721° N,85.3383° E,209101
4451,LALPUR CHANDRA,LCN,,,834001
4452,LALPUR JAM,LPJ,,,361170
4453,LALPUR UMRI,LRU,26.4298° N,76.6799° E,322201
4454,LALRU,LLU,30.4929° N,76.8020° E,140501
4455,LALURI KHERA,LUA,28.6130° N,79.7523° E,262001
4456,LAMANA,LNA,26.2361° N,74.4815° E,305203
4457,LAMBHUA,LBA,26.1403° N,82.2271° E,222302
4458,LAMBIYA,LMA,26.3951° N,74.0627° E,311026
4459,LAMSAKHANG,LKG,25.9288° N,92.9476° E,782446
4460,LAMTA,LTA,22.1306° N,80.1247° E,481551
4461,LANDAURA,LDR,29.7947° N,77.9082° E,247664
4462,LANGAL,LGI,22.5597° N,88.5680° E,733132
4463,LANGARPETH,LNP,17.0750° N,74.9494° E,416405
4464,LANGCHOLIET,LCT,25.7588° N,93.3049° E,782462
4465,LANGHNA,LNJ,18.1124° N,79.0193° E,382730
4466,LANGTING,LGT,25.4967° N,93.1125° E,788818
4467,LANJIGARH ROAD,LJR,19.9476° N,83.3936° E,766110
4468,LANKA,LKA,25.9288° N,92.9476° E,782446
4469,LANKALAKODERU,LKDU,16.5265° N,81.6816° E,534250
4470,LAOPANI,LPN,26.1993° N,92.5948° E,782103
4471,LAPANGA,LPG,21.7236° N,84.0154° E,768212
4472,LAR ROAD,LRD,26.2134° N,83.9101° E,274505
4473,LARABAD BH,LRB,,,0
4474,LASALGAON,LS,20.1491° N,74.2326° E,422306
4475,LASERI,LSE,28.7076° N,75.4825° E,331023
4476,LASINA,LSN,20.4218° N,78.0252° E,445001
4477,LASUR,LSR,19.9282° N,75.0115° E,423702
4478,LATEHAR,LTHR,23.7463° N,84.5091° E,829207
4479,LATHI,LAT,21.7289° N,71.3913° E,365430
4480,LATHIDAD,LTD,22.1088° N,71.7678° E,364710
4481,LATHIKATA,LTK,22.1317° N,84.8855° E,770037
4482,LATIPURA,LPA,22.2226° N,73.0586° E,303012
4483,LATTERI,LTI,12.9707° N,79.0680° E,632202
4484,LATUR,LUR,18.4088° N,76.5604° E,413512
4485,LATUR ROAD,LTRR,18.5089° N,76.8447° E,413513
4486,LAUKAHA BAZAR,LKQ,26.5430° N,86.4628° E,847421
4487,LAUL,LAUL,18.0368° N,75.3928° E,413208
4488,LAVANPUR,LUN,22.9365° N,70.5414° E,0
4489,LAWA SARDARGARH,LSG,25.2339° N,73.9772° E,313330
4490,LAXMIPUR ROAD,LKMR,19.0037° N,83.1044° E,765013
4491,LAYABAD,LYD,23.6634° N,86.6548° E,828116
4492,LEDARMER,LDM,25.0557° N,72.3473° E,343029
4493,LEDO,LEDO,27.2941° N,95.7379° E,786182
4494,LEHGAON,LGN,20.9765° N,77.3310° E,444728
4495,LEHRA,LER,30.7070° N,75.8498° E,273161
4496,LEHRA GAGA,LHA,29.9430° N,75.8011° E,148031
4497,LEHRA MUHABBAT,LHM,30.2470° N,75.1633° E,151111
4498,LEKODA,LOD,23.0547° N,75.7197° E,456006
4499,LELIGUMA,LLGM,19.2658° N,83.2118° E,765015
4500,LIDHORA KHURD,LDA,23.8506° N,78.8920° E,470004
4501,LIHURI,LRI,18.9129° N,83.8496° E,761206
4502,LILABARI,LBI,27.2875° N,94.0930° E,787051
4503,LILAPUR ROAD,LPR,25.4222° N,81.9253° E,382775
4504,LILIYA MOTA,LMO,21.5369° N,71.3676° E,365535
4505,LILUAH,LLH,22.6254° N,88.3293° E,711204
4506,LIMARUA,LMU,22.5029° N,80.3074° E,481771
4507,LIMBARA,LMB,21.4397° N,73.0388° E,312601
4508,LIMBDI,LM,22.5688° N,71.8019° E,363421
4509,LIMBGAON,LBG,19.1788° N,77.2024° E,431602
4510,LIMBODRA,LBD,23.3803° N,72.6698° E,382735
4511,LIMKHEDA,LMK,22.8358° N,73.9903° E,389140
4512,LINCH,LCH,23.4976° N,72.3755° E,384435
4513,LING,LING,22.9782° N,72.6295° E,0
4514,LINGA,LIG,,,480001
4515,LINGAMGUNTLA,LIN,16.4408° N,80.2785° E,522402
4516,LINGAMPALLI,LPI,17.4837° N,78.3158° E,0
4517,LINGAMPET JAGIT,LPJL,,,505455
4518,LINGANENIDODDI,LMD,15.3939° N,77.6966° E,518468
4519,LINGARAJ TMP RD,LGTR,,,751020
4520,LINGIRI,LGRE,16.6689° N,77.1897° E,585202
4521,LINGTI,LNT,32.1153° N,78.1760° E,445305
4522,LODHMA,LOM,23.2363° N,85.1985° E,835303
4523,LODI COLONY,LDCY,28.5863° N,77.2242° E,110003
4524,LODIPUR BISHNPR,LDP,,,0
4525,LODNA,LRA,23.7308° N,86.4414° E,828131
4526,LOHA,LOHA,18.9474° N,77.1154° E,431708
4527,LOHAPUR,LAP,24.3013° N,87.9641° E,731237
4528,LOHARDAGA,LAD,23.4409° N,84.6845° E,835302
4529,LOHARPURWA,LPW,27.0532° N,83.2560° E,273161
4530,LOHARU,LHU,28.4267° N,75.8040° E,127201
4531,LOHARWARA,LHW,26.2436° N,74.7981° E,303702
4532,LOHGARA,LOG,25.2136° N,81.6963° E,212106
4533,LOHGARH ABUB,LGB,,,0
4534,LOHIAN KHAS JN,LNK,,,144629
4535,LOHNA ROAD,LNO,26.2215° N,86.2291° E,847407
4536,LOHOGAD,LHD,18.6943° N,73.4873° E,410406
4537,LOHRA,LOT,24.9370° N,86.1764° E,221107
4538,LOISINGHA,LSX,20.8606° N,83.5097° E,767020
4539,LOKDHIKHERA,LDE,,,480108
4540,LOKMANYA NAGAR,LKMN,19.2079° N,72.9534° E,452009
4541,LOKMANYATILAK T,LTT,19.0695° N,72.8920° E,400089
4542,LOKNATH,LOK,22.8717° N,88.0341° E,712403
4543,LOKUR,LCR,,,636354
4544,LOKVIDYAPTH NGR,LVR,,,273155
4545,LOLIEM,LOL,14.9450° N,74.0888° E,403728
4546,LOLIYA,LO,22.5061° N,72.1698° E,382230
4547,LONAND,LNN,18.0417° N,74.1862° E,415521
4548,LONAVALA,LNL,18.7557° N,73.4091° E,410401
4549,LONDA JN,LD,,,591301
4550,LONGPATIA,LPTA,26.7416° N,94.5999° E,785692
4551,LONI,LONI,28.7334° N,77.2986° E,412201
4552,LORHA,LOA,23.5704° N,80.7727° E,484660
4553,LORWADA,LW,24.4963° N,71.6169° E,385530
4554,LOTANA,LAN,24.7679° N,72.9173° E,391520
4555,LOTAPAHAR,LPH,22.6176° N,85.5665° E,833102
4556,LOTARVA,LTV,21.1401° N,73.3178° E,394650
4557,LOTHAL BHURKHL,LHBK,22.5229° N,72.2494° E,0
4558,LOTTEGOLAHALI H,LOGH,,,560094
4559,LOVEDALE,LOV,11.3818° N,76.7019° E,643003
4560,LOWER HAFLONG,LFG,25.1893° N,93.0213° E,788819
4561,LOWJEE,LWJ,18.8091° N,73.3354° E,0
4562,LUCKEESARAI JN,LKR,,,811311
4563,LUCKNOW ALAMBGH,AMV,26.8128° N,80.9014° E, 226005
4564,LUCKNOW CITY,LC,26.8467° N,80.9462° E,226018
4565,LUCKNOW NE,LJN,26.8305° N,80.9240° E,226001
4566,LUCKNOW NR,LKO,26.8311° N,80.9244° E,0
4567,LUCKNOW WEST (A,LNWT,,,0
4568,LUDHIANA JN,LDH,30.9135° N,75.8479° E,141001
4569,LUKWASA,LWS,25.1067° N,77.5992° E,473774
4570,LUMDING JN,LMG,25.7505° N,93.1766° E,782447
4571,LUNAVADA,LNV,23.1300° N,73.6109° E,389230
4572,LUNI JN,LUNI,,,342802
4573,LUNI RICHHA,LNR,23.6607° N,75.5145° E,457114
4574,LUNIDHAR,LDU,21.7022° N,71.1018° E,365460
4575,LUNKARANSAR,LKS,28.4961° N,73.7458° E,334603
4576,LUNSERIYA,LXR,,,363621
4577,LUSA,LUSA,24.8892° N,82.8291° E,231001
4578,LUSADIYA,LSD,23.7062° N,73.4460° E,383251
4579,LUSHALA,LAL,21.4000° N,70.3249° E,362215
4580,LYALLPUR KC HLT,LKK,,,0
4581,MACHARYA,MCV,28.7801° N,78.4446° E,244001
4582,MACHAVARAM,MCVM,18.0181° N,78.2405° E,522315
4583,MACHCHALANDAPUR,MSL,22.8566° N,88.7450° E,743289
4584,MACHERLA,MCLA,16.4760° N,79.4394° E,522426
4585,MACHHAKUNDA,MKRD,18.5531° N,82.4889° E,764037
4586,MACHHRIAWAN,MCY,25.4630° N,85.2939° E,229301
4587,MACHILIPATNAM,MTM,16.1905° N,81.1362° E,521001
4588,MACHIYALA,MAC,21.6606° N,71.2354° E,365601
4589,MACHROWAR,MHWL,,,0
4590,MADAN MAHAL,MML,23.1486° N,79.9095° E,482002
4591,MADANAPALLE RD,MPL,13.6445° N,78.5556° E,517319
4592,MADANKATA,MNC,22.7896° N,86.8283° E,815353
4593,MADANPUR,MPJ,23.0089° N,88.4912° E,741245
4594,MADAR,MD,,,305007
4595,MADAR JN,MDJN,,,305007
4596,MADARAHA,MFX,25.1607° N,82.0186° E,212301
4597,MADARIHAT,MDT,26.6800° N,89.2681° E,700053
4598,MADAVNAGAR ROAD,MDRR,23.7872° N,80.3944° E,483442
4599,MADDIKERA,MKR,15.2488° N,77.4167° E,518385
4600,MADDUR,MAD,12.5867° N,77.0453° E,571429
4601,MADDURU,MADU,12.5867° N,77.0453° E,534302
4602,MADGAON,MAO,15.2832° N,73.9862° E,403601
4603,MADHA,MA,18.0340° N,75.5161° E,413209
4604,MADHABPUR,MDBP,22.7339° N,88.2376° E,743345
4605,MADHADA,MDHA,21.5980° N,71.8994° E,364250
4606,MADHAPUR ROAD,MADP,,,0
4607,MADHAVNAGAR,MDVR,16.8922° N,74.5881° E,416406
